Date,Agent,Customer,Quality,Weave,Composition,Quantity
2023-11-01,Mark,Emma Brown,Premium,Plain,100% Silk,2
2023-11-01,Sammy,James Smith,Standard,Satin,100% Silk,3
2023-11-03,Mark,Mike Wilson,Standard,Satin,100% Silk,1
2023-11-03,Sammy,Emma Brown,Standard,Satin,100% Cotton,3
2023-11-03,Mark,James Smith,Premium,Plain,100% Silk,5
2023-11-03,Sammy,Emma Brown,Premium,Plain,100% Cotton,1
2023-11-03,Mark,Emma Brown,Premium,Satin,100% Silk,5
2023-11-03,Sammy,James Smith,Premium,Plain,100% Silk,2
2023-11-04,Sammy,Emma Brown,Premium,Satin,100% Silk,4
2023-11-04,Mark,Sarah Johnson,Standard,Satin,100% Cotton,6
2023-11-04,Mark,Mike Wilson,Premium,Satin,100% Cotton,2
2023-11-04,Mark,Emma Brown,Premium,Plain,100% Cotton,4
2023-11-05,Mark,James Smith,Premium,Plain,100% Cotton,4
2023-11-06,Sammy,Sarah Johnson,Standard,Satin,100% Silk,3
2023-11-06,Sammy,Emma Brown,Premium,Satin,100% Cotton,3
2023-11-06,Sammy,James Smith,Premium,Satin,100% Silk,4
2023-11-07,Mark,Mike Wilson,Premium,Satin,100% Silk,4
2023-11-07,Mark,James Smith,Premium,Plain,100% Silk,1
2023-11-07,Mark,David Lee,Standard,Plain,100% Silk,5
2023-11-07,Mark,Emma Brown,Premium,Plain,100% Cotton,4
2023-11-07,Sammy,Sarah Johnson,Premium,Plain,100% Silk,5
2023-11-07,Sammy,Sarah Johnson,Premium,Plain,100% Cotton,4
2023-11-07,Mark,Mike Wilson,Premium,Plain,100% Silk,1
2023-11-08,Mark,David Lee,Standard,Satin,100% Silk,1
2023-11-08,Sammy,David Lee,Premium,Satin,100% Silk,5
2023-11-08,Sammy,James Smith,Premium,Satin,100% Cotton,2
2023-11-09,Sammy,Sarah Johnson,Standard,Plain,100% Cotton,3
2023-11-09,Sammy,Emma Brown,Standard,Satin,100% Cotton,6
2023-11-12,Mark,Sarah Johnson,Standard,Satin,100% Cotton,3
2023-11-12,Mark,Emma Brown,Premium,Plain,100% Cotton,2
2023-11-12,Mark,James Smith,Premium,Plain,100% Cotton,3
2023-11-13,Mark,David Lee,Standard,Plain,100% Silk,1
2023-11-13,Sammy,Mike Wilson,Premium,Plain,100% Silk,4
2023-11-13,Mark,David Lee,Standard,Satin,100% Silk,3
2023-11-13,Mark,David Lee,Standard,Plain,100% Cotton,1
2023-11-13,Mark,James Smith,Standard,Satin,100% Silk,5
2023-11-13,Sammy,Mike Wilson,Standard,Plain,100% Cotton,6
2023-11-14,Mark,Mike Wilson,Standard,Plain,100% Cotton,1
2023-11-14,Mark,Emma Brown,Standard,Plain,100% Silk,1
2023-11-15,Mark,Mike Wilson,Premium,Satin,100% Cotton,2
2023-11-15,Sammy,Emma Brown,Premium,Satin,100% Cotton,4
2023-11-15,Mark,Emma Brown,Standard,Satin,100% Cotton,1
2023-11-16,Mark,Mike Wilson,Premium,Satin,100% Silk,1
2023-11-16,Mark,David Lee,Standard,Satin,100% Silk,5
2023-11-16,Sammy,Sarah Johnson,Premium,Satin,100% Silk,2
2023-11-16,Sammy,David Lee,Premium,Plain,100% Silk,4
2023-11-16,Sammy,James Smith,Standard,Plain,100% Cotton,4
2023-11-16,Mark,James Smith,Premium,Plain,100% Silk,4
2023-11-16,Sammy,Mike Wilson,Premium,Satin,100% Cotton,3
2023-11-17,Sammy,Emma Brown,Premium,Plain,100% Silk,4
2023-11-17,Sammy,James Smith,Premium,Satin,100% Cotton,4
2023-11-17,Mark,Emma Brown,Premium,Plain,100% Silk,1
2023-11-18,Sammy,Emma Brown,Premium,Satin,100% Silk,1
2023-11-18,Sammy,Sarah Johnson,Standard,Plain,100% Cotton,6
2023-11-18,Sammy,Mike Wilson,Premium,Plain,100% Cotton,3
2023-11-18,Mark,Sarah Johnson,Premium,Plain,100% Cotton,4
2023-11-19,Sammy,Mike Wilson,Premium,Satin,100% Silk,4
2023-11-19,Sammy,Mike Wilson,Premium,Satin,100% Cotton,2
2023-11-19,Mark,James Smith,Premium,Plain,100% Silk,2
2023-11-19,Sammy,Mike Wilson,Premium,Plain,100% Silk,1
2023-11-20,Sammy,James Smith,Standard,Plain,100% Silk,3
2023-11-20,Sammy,David Lee,Premium,Satin,100% Cotton,1
2023-11-20,Sammy,David Lee,Standard,Satin,100% Cotton,4
2023-11-20,Mark,Mike Wilson,Premium,Satin,100% Silk,5
2023-11-20,Sammy,David Lee,Standard,Plain,100% Cotton,4
2023-11-20,Mark,Sarah Johnson,Standard,Satin,100% Cotton,1
2023-11-21,Sammy,James Smith,Premium,Plain,100% Silk,1
2023-11-21,Sammy,James Smith,Standard,Satin,100% Silk,3
2023-11-21,Mark,Sarah Johnson,Standard,Plain,100% Silk,5
2023-11-21,Sammy,Emma Brown,Standard,Satin,100% Silk,1
2023-11-22,Mark,James Smith,Standard,Satin,100% Silk,1
2023-11-22,Sammy,Sarah Johnson,Premium,Plain,100% Silk,2
2023-11-22,Sammy,David Lee,Premium,Satin,100% Silk,1
2023-11-22,Sammy,James Smith,Standard,Plain,100% Silk,3
2023-11-22,Mark,Mike Wilson,Standard,Plain,100% Silk,7
2023-11-23,Sammy,James Smith,Standard,Satin,100% Silk,5
2023-11-23,Mark,Emma Brown,Premium,Plain,100% Cotton,3
2023-11-23,Sammy,James Smith,Standard,Plain,100% Cotton,4
2023-11-23,Mark,Mike Wilson,Standard,Plain,100% Silk,5
2023-11-24,Sammy,Sarah Johnson,Premium,Plain,100% Cotton,3
2023-11-24,Mark,Emma Brown,Standard,Satin,100% Silk,5
2023-11-24,Sammy,Sarah Johnson,Premium,Satin,100% Cotton,4
2023-11-24,Sammy,David Lee,Standard,Plain,100% Silk,7
2023-11-24,Sammy,Emma Brown,Standard,Satin,100% Silk,3
2023-11-26,Mark,Mike Wilson,Standard,Plain,100% Silk,1
2023-11-26,Mark,David Lee,Premium,Satin,100% Cotton,2
2023-11-27,Sammy,Sarah Johnson,Premium,Satin,100% Silk,2
2023-11-27,Sammy,Emma Brown,Standard,Plain,100% Silk,5
2023-11-28,Mark,David Lee,Premium,Satin,100% Silk,2
2023-11-28,Sammy,Mike Wilson,Premium,Satin,100% Silk,4
2023-11-29,Mark,James Smith,Standard,Satin,100% Silk,5
2023-11-29,Mark,David Lee,Premium,Satin,100% Silk,5
2023-11-29,Sammy,David Lee,Premium,Plain,100% Cotton,1
2023-11-30,Sammy,Mike Wilson,Premium,Plain,100% Cotton,4
2023-11-30,Sammy,Mike Wilson,Standard,Satin,100% Cotton,1
2023-11-30,Mark,Mike Wilson,Premium,Plain,100% Cotton,1
2023-11-30,Mark,Mike Wilson,Standard,Satin,100% Silk,3
2023-12-01,Sammy,Mike Wilson,Standard,Plain,100% Silk,5
2023-12-01,Mark,Sarah Johnson,Premium,Satin,100% Cotton,2
2023-12-01,Mark,Mike Wilson,Standard,Satin,100% Cotton,3
2023-12-01,Mark,James Smith,Premium,Plain,100% Silk,3
2023-12-01,Mark,Mike Wilson,Premium,Satin,100% Cotton,1
2023-12-01,Mark,James Smith,Premium,Plain,100% Silk,1
2023-12-02,Sammy,James Smith,Standard,Plain,100% Cotton,2
2023-12-02,Mark,Emma Brown,Premium,Satin,100% Silk,3
2023-12-03,Sammy,Emma Brown,Premium,Plain,100% Silk,2
2023-12-03,Mark,Sarah Johnson,Standard,Plain,100% Silk,5
2023-12-04,Sammy,James Smith,Premium,Plain,100% Cotton,1
2023-12-05,Sammy,Mike Wilson,Premium,Plain,100% Cotton,1
2023-12-05,Sammy,James Smith,Premium,Plain,100% Cotton,2
2023-12-05,Mark,Mike Wilson,Standard,Satin,100% Cotton,2
2023-12-05,Sammy,Sarah Johnson,Premium,Plain,100% Silk,2
2023-12-05,Sammy,James Smith,Premium,Plain,100% Silk,1
2023-12-06,Sammy,David Lee,Premium,Plain,100% Silk,3
2023-12-06,Mark,James Smith,Standard,Satin,100% Silk,3
2023-12-06,Mark,Emma Brown,Standard,Satin,100% Cotton,4
2023-12-07,Sammy,James Smith,Standard,Satin,100% Silk,5
2023-12-08,Sammy,Mike Wilson,Premium,Plain,100% Silk,1
2023-12-08,Mark,James Smith,Standard,Plain,100% Cotton,1
2023-12-08,Mark,Sarah Johnson,Premium,Satin,100% Silk,1
2023-12-10,Sammy,James Smith,Standard,Satin,100% Cotton,1
2023-12-10,Sammy,Sarah Johnson,Premium,Satin,100% Silk,2
2023-12-10,Mark,David Lee,Premium,Satin,100% Cotton,2
2023-12-11,Sammy,Mike Wilson,Standard,Satin,100% Silk,1
2023-12-11,Mark,David Lee,Premium,Satin,100% Cotton,2
2023-12-11,Mark,Sarah Johnson,Standard,Plain,100% Cotton,1
2023-12-11,Sammy,James Smith,Premium,Satin,100% Cotton,2
2023-12-11,Sammy,Mike Wilson,Standard,Plain,100% Cotton,2
2023-12-11,Mark,James Smith,Standard,Satin,100% Cotton,2
2023-12-12,Sammy,Mike Wilson,Premium,Satin,100% Cotton,2
2023-12-12,Mark,Emma Brown,Premium,Plain,100% Silk,2
2023-12-12,Mark,James Smith,Standard,Satin,100% Silk,3
2023-12-12,Sammy,Sarah Johnson,Premium,Plain,100% Cotton,1
2023-12-13,Mark,Sarah Johnson,Standard,Plain,100% Silk,3
2023-12-14,Sammy,David Lee,Standard,Satin,100% Cotton,1
2023-12-15,Sammy,James Smith,Premium,Satin,100% Silk,1
2023-12-15,Mark,James Smith,Standard,Satin,100% Silk,2
2023-12-15,Sammy,Mike Wilson,Standard,Satin,100% Cotton,4
2023-12-15,Sammy,Sarah Johnson,Standard,Plain,100% Silk,3
2023-12-15,Mark,Sarah Johnson,Premium,Satin,100% Cotton,2
2023-12-15,Mark,David Lee,Premium,Plain,100% Cotton,2
2023-12-16,Sammy,David Lee,Standard,Plain,100% Cotton,1
2023-12-16,Sammy,Emma Brown,Premium,Satin,100% Cotton,1
2023-12-17,Sammy,Emma Brown,Premium,Satin,100% Cotton,1
2023-12-17,Mark,Sarah Johnson,Premium,Satin,100% Silk,1
2023-12-18,Sammy,James Smith,Premium,Plain,100% Cotton,1
2023-12-18,Sammy,Mike Wilson,Premium,Plain,100% Silk,1
2023-12-19,Sammy,James Smith,Standard,Satin,100% Silk,1
2023-12-19,Sammy,David Lee,Standard,Plain,100% Silk,1
2023-12-20,Mark,David Lee,Standard,Satin,100% Cotton,4
2023-12-20,Mark,David Lee,Standard,Plain,100% Silk,1
2023-12-21,Mark,Sarah Johnson,Standard,Plain,100% Silk,1
2023-12-21,Mark,Sarah Johnson,Premium,Plain,100% Silk,1
2023-12-21,Mark,Sarah Johnson,Standard,Satin,100% Silk,3
2023-12-22,Sammy,Emma Brown,Premium,Plain,100% Silk,1
2023-12-22,Sammy,Emma Brown,Standard,Plain,100% Silk,2
2023-12-23,Sammy,Mike Wilson,Premium,Satin,100% Cotton,1
2023-12-24,Sammy,Sarah Johnson,Premium,Satin,100% Silk,2
2023-12-24,Sammy,Sarah Johnson,Premium,Satin,100% Cotton,2
2023-12-25,Sammy,Mike Wilson,Premium,Satin,100% Cotton,2
2023-12-25,Mark,Mike Wilson,Standard,Satin,100% Cotton,1
2023-12-26,Sammy,David Lee,Premium,Satin,100% Cotton,1
2023-12-26,Mark,Mike Wilson,Premium,Satin,100% Cotton,1
2023-12-26,Sammy,Emma Brown,Standard,Plain,100% Cotton,1
2023-12-26,Mark,Sarah Johnson,Standard,Satin,100% Silk,5
2023-12-27,Sammy,Sarah Johnson,Standard,Plain,100% Silk,5
2023-12-27,Mark,David Lee,Standard,Plain,100% Silk,1
2023-12-27,Mark,Emma Brown,Standard,Satin,100% Cotton,3
2023-12-27,Mark,James Smith,Premium,Plain,100% Silk,2
2023-12-27,Mark,Emma Brown,Standard,Plain,100% Silk,2
2023-12-28,Mark,James Smith,Premium,Plain,100% Cotton,2
2023-12-28,Sammy,James Smith,Standard,Plain,100% Silk,5
2023-12-28,Mark,Sarah Johnson,Premium,Satin,100% Silk,1
2023-12-28,Sammy,Sarah Johnson,Standard,Satin,100% Silk,3
2023-12-28,Sammy,Emma Brown,Standard,Satin,100% Cotton,3
2023-12-28,Mark,Mike Wilson,Standard,Satin,100% Silk,2
2023-12-28,Mark,James Smith,Standard,Satin,100% Silk,1
2023-12-28,Sammy,James Smith,Premium,Plain,100% Silk,3
2023-12-29,Mark,Sarah Johnson,Premium,Plain,100% Silk,1
2023-12-30,Mark,Mike Wilson,Premium,Plain,100% Silk,2
2023-12-30,Sammy,David Lee,Premium,Plain,100% Cotton,1
2023-12-30,Sammy,Emma Brown,Premium,Satin,100% Cotton,2
2023-12-31,Sammy,Emma Brown,Standard,Plain,100% Cotton,2
2023-12-31,Mark,Mike Wilson,Standard,Plain,100% Cotton,3
2023-12-31,Sammy,Sarah Johnson,Premium,Satin,100% Cotton,1
